Row	Column	Plane	Timepoint	Field	Channel ID	Channel Name	Channel Type	URL	ImageResolutionX [m]	ImageResolutionY [m]	ImageSizeX	ImageSizeY	PositionX [m]	PositionY [m]	Time Stamp	
2	2	1	0	1	1	BIOP Digital Phase Contrast	Phase	http://sv-01-366/ODA/Images/C/adeefaf2-0c24-4414-a63d-fa3962595a0c/153-1413-312-123-102-1015-45-411.tiff	2,98988040478381E-07	2,98988040478381E-07	2160	2160	0	0	2024-06-19T16:14:21,507+02:00	
2	2	1	0	1	2	5-TAMRA	Fluorescence	http://sv-01-366/ODA/Images/C/adeefaf2-0c24-4414-a63d-fa3962595a0c/153-1413-312-123-102-1015-46-411.tiff	2,98988040478381E-07	2,98988040478381E-07	2160	2160	0	0	2024-06-19T16:14:21,803+02:00	
2	2	1	0	1	3	HOECHST 33258	Fluorescence	http://sv-01-366/ODA/Images/C/adeefaf2-0c24-4414-a63d-fa3962595a0c/153-1413-312-123-102-1015-47-411.tiff	2,98988040478381E-07	2,98988040478381E-07	2160	2160	0	0	2024-06-19T16:14:22,037+02:00	
2	2	1	0	2	1	BIOP Digital Phase Contrast	Phase	http://sv-01-366/ODA/Images/C/adeefaf2-0c24-4414-a63d-fa3962595a0c/154-1413-312-123-102-1015-45-411.tiff	2,98988040478381E-07	2,98988040478381E-07	2160	2160	-0,001291628	0,001291628	2024-06-19T16:14:23,050+02:00	
2	2	1	0	2	2	5-TAMRA	Fluorescence	http://sv-01-366/ODA/Images/C/adeefaf2-0c24-4414-a63d-fa3962595a0c/154-1413-312-123-102-1015-46-411.tiff	2,98988040478381E-07	2,98988040478381E-07	2160	2160	-0,001291628	0,001291628	2024-06-19T16:14:23,347+02:00	
2	2	1	0	2	3	HOECHST 33258	Fluorescence	http://sv-01-366/ODA/Images/C/adeefaf2-0c24-4414-a63d-fa3962595a0c/154-1413-312-123-102-1015-47-411.tiff	2,98988040478381E-07	2,98988040478381E-07	2160	2160	-0,001291628	0,001291628	2024-06-19T16:14:23,583+02:00	
2	2	1	0	3	1	BIOP Digital Phase Contrast	Phase	http://sv-01-366/ODA/Images/C/adeefaf2-0c24-4414-a63d-fa3962595a0c/155-1413-312-123-102-1015-45-411.tiff	2,98988040478381E-07	2,98988040478381E-07	2160	2160	-0,000645814	0,001291628	2024-06-19T16:14:24,173+02:00	
2	2	1	0	3	2	5-TAMRA	Fluorescence	http://sv-01-366/ODA/Images/C/adeefaf2-0c24-4414-a63d-fa3962595a0c/155-1413-312-123-102-1015-46-411.tiff	2,98988040478381E-07	2,98988040478381E-07	2160	2160	-0,000645814	0,001291628	2024-06-19T16:14:24,470+02:00	
2	2	1	0	3	3	HOECHST 33258	Fluorescence	http://sv-01-366/ODA/Images/C/adeefaf2-0c24-4414-a63d-fa3962595a0c/155-1413-312-123-102-1015-47-411.tiff	2,98988040478381E-07	2,98988040478381E-07	2160	2160	-0,000645814	0,001291628	2024-06-19T16:14:24,707+02:00	
2	2	1	0	4	1	BIOP Digital Phase Contrast	Phase	http://sv-01-366/ODA/Images/C/adeefaf2-0c24-4414-a63d-fa3962595a0c/156-1413-312-123-102-1015-45-411.tiff	2,98988040478381E-07	2,98988040478381E-07	2160	2160	0	0,001291628	2024-06-19T16:14:25,297+02:00	
2	2	1	0	4	2	5-TAMRA	Fluorescence	http://sv-01-366/ODA/Images/C/adeefaf2-0c24-4414-a63d-fa3962595a0c/156-1413-312-123-102-1015-46-411.tiff	2,98988040478381E-07	2,98988040478381E-07	2160	2160	0	0,001291628	2024-06-19T16:14:25,577+02:00	
2	2	1	0	4	3	HOECHST 33258	Fluorescence	http://sv-01-366/ODA/Images/C/adeefaf2-0c24-4414-a63d-fa3962595a0c/156-1413-312-123-102-1015-47-411.tiff	2,98988040478381E-07	2,98988040478381E-07	2160	2160	0	0,001291628	2024-06-19T16:14:25,813+02:00	
2	2	1	0	5	1	BIOP Digital Phase Contrast	Phase	http://sv-01-366/ODA/Images/C/adeefaf2-0c24-4414-a63d-fa3962595a0c/157-1413-312-123-102-1015-45-411.tiff	2,98988040478381E-07	2,98988040478381E-07	2160	2160	0,000645814	0,001291628	2024-06-19T16:14:26,390+02:00	
2	2	1	0	5	2	5-TAMRA	Fluorescence	http://sv-01-366/ODA/Images/C/adeefaf2-0c24-4414-a63d-fa3962595a0c/157-1413-312-123-102-1015-46-411.tiff	2,98988040478381E-07	2,98988040478381E-07	2160	2160	0,000645814	0,001291628	2024-06-19T16:14:26,703+02:00	
2	2	1	0	5	3	HOECHST 33258	Fluorescence	http://sv-01-366/ODA/Images/C/adeefaf2-0c24-4414-a63d-fa3962595a0c/157-1413-312-123-102-1015-47-411.tiff	2,98988040478381E-07	2,98988040478381E-07	2160	2160	0,000645814	0,001291628	2024-06-19T16:14:26,937+02:00	
2	2	1	0	6	1	BIOP Digital Phase Contrast	Phase	http://sv-01-366/ODA/Images/C/adeefaf2-0c24-4414-a63d-fa3962595a0c/158-1413-312-123-102-1015-45-411.tiff	2,98988040478381E-07	2,98988040478381E-07	2160	2160	0,001291628	0,001291628	2024-06-19T16:14:27,857+02:00	
2	2	1	0	6	2	5-TAMRA	Fluorescence	http://sv-01-366/ODA/Images/C/adeefaf2-0c24-4414-a63d-fa3962595a0c/158-1413-312-123-102-1015-46-411.tiff	2,98988040478381E-07	2,98988040478381E-07	2160	2160	0,001291628	0,001291628	2024-06-19T16:14:28,153+02:00	
2	2	1	0	6	3	HOECHST 33258	Fluorescence	http://sv-01-366/ODA/Images/C/adeefaf2-0c24-4414-a63d-fa3962595a0c/158-1413-312-123-102-1015-47-411.tiff	2,98988040478381E-07	2,98988040478381E-07	2160	2160	0,001291628	0,001291628	2024-06-19T16:14:28,387+02:00	
